model_name,params,r_squared,constraint_value,note
Model 4,[12.868714696176877, 1.0707523792483468e-07, 6.63844943988752e-05, 35.64572757385858],0.9325384988258605,-4.954082492107538,n
Model 4,[23.652065921829173, 2.401407548068243e-07, 9.92362704062585e-08, 65.6083326752069],0.7740480598137435,-9.152099836256493,n
