z_b11,z_b12,modeled_y
1.0,0.0,-0.42576252472418297
1.0042349914096,0.0171929824561404,-0.3300448040502122
1.01680624669956,0.0414035087719298,-0.04353136643846334
1.02720497066333,0.0621052631578947,0.1961611633752991
1.036912052876,0.116842105263158,0.4221121270185897
1.0471614958314,0.205964912280702,0.6629941992207105
1.05785435309726,0.363859649122807,0.9168226587612907
1.06996296098355,0.624561403508772,1.2073718885114602
1.07578120782223,0.991929824561403,1.3481584680038345
1.07938003566161,1.40035087719298,1.4356230075690704
1.0834719480181,1.79824561403509,1.5354261685850172
1.08903901760462,2.08315789473684,1.6718153118869221
1.08526772123284,2.47087719298246,1.5793449303507465
