model_name,params,r_squared,constraint_value,note
Model 2,[1.3994605762332972e-11, 2.5178817069528246e-13, 1.6659542510398364],0.046032792702952574,None,n
Model 2,[1.1081109998016534e-11, 1.0616050445789958e-13, 0.7960936580213932],0.04572423640089718,None,note
